0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0.0,3.3647581737203005,3.665060167268518,1.5155230107553674,0.0,2.255466018817442,2.068029095127878,2.8051791745140884,3.2694643847661196,1.6679112568536933,2.5202601262997675,2.061836329984501,3.022017445298834,3.619317604860279,2.2110560936812074,1.9889105786718966,2.5965871610167217,2.4115833038785275,2.6195234658143147,3.3165774980600307,1.3839004021782477,3.055306256717937,2.21453879132812,2.3090763470227054,2.725407533225752,1.7940321926234168,2.282790480408638,1.3277474884077667,3.0207827641977585,2.9591945509125486,3.7087642021022056,2.673237844036145,2.8166238335649476,3.138622124023713,1.881876223997419,1.952572524620145,2.3064505754763673,0.0,3.115487115688522,3.270883651005464,2.5011826248398163,2.4436436014840073,2.045782982405954,2.189559884378563,0.0,2.9018077795875064,1.7159979415111135,2.8333445739138616,3.3265620777649145,2.6198291941194096,2.8419135589174975,3.942655897649624,2.8164984354242297,3.3103700041677424,3.018833366258217,3.42145073216988,2.7952560302632325,3.804836915331366,2.128237889763953,2.654491914409866,3.1017480450628305,1.0722070785324227,2.039903365142872,0.0,2.171387545092447,2.276122182190524,2.9941650061262446,1.9350074704430789,2.2808153037443426,2.2763620429694176
3.3647581737203005,0.0,1.99459943507583,3.615852873847341,3.3647581737203005,3.9367460041476137,3.878197607103867,4.1686699073387,4.37474776515097,3.6635710331800433,3.688573024172444,3.3204387673031666,4.39573831910083,4.736376359927235,4.032766287629483,3.641594785063263,4.121439429797425,4.034886445895994,3.8547188238507757,4.4673665583031,3.5343213976996877,4.385452575210819,3.9119001961288995,3.9572256770355927,4.079674586829047,3.675808163313689,3.8514928292669826,3.5104746090894507,4.369063688893567,4.286186475184287,4.742763803938811,3.7436218594946924,4.225777432774541,4.129668924992715,3.7717383066296075,3.683059931422507,3.9533905635140227,3.3647581737203005,4.26194558614333,4.47852495132766,3.89347381657878,4.049318579595367,3.850211211042873,3.9147520017052555,3.3647581737203005,3.8388322688566374,3.715553487860303,4.244684469125205,4.690664942664607,4.130058538691413,4.0738703159322025,4.702682486688853,4.1990915967961735,4.4573352327639,4.086534613385863,4.6502488180216535,4.171868887674588,4.676574563587176,3.864527832374701,4.158110568943909,4.442004155254047,3.440963762968951,3.8145553397928,3.3647581737203005,3.94352091392927,3.912953027306505,4.328151124928543,3.7401604936949817,3.905280833869757,3.992492513547397
3.665060167268518,1.99459943507583,0.0,3.831417791152339,3.665060167268518,4.033964599702815,4.080054867152145,4.443966017715475,4.614803374114524,3.936409783090328,3.362247083987018,3.7965158917147495,4.5303853146897834,5.001868556445756,4.302295768750372,3.923135644321511,4.324201440756175,4.2682972348897925,4.000198275123481,4.598309694954349,3.8297688315634972,4.503686948824597,4.2365053259759575,4.241547902395027,4.228381007227599,3.836434523610327,4.091771722897636,3.833888967109737,4.522191004199353,4.482342874226983,4.84516914464277,3.879452299771574,4.442413823494383,4.3574624844863665,4.044127003403378,4.012025477757706,4.31523618611806,3.665060167268518,4.3642265863503305,4.503029810140177,4.033867824222515,4.231622964191499,4.113229400272816,4.107361569108551,3.665060167268518,4.010882368662631,3.731858566347791,4.3162912952806805,4.849258111950071,4.432769559484384,4.248227944616034,4.773796386970289,4.47340820798964,4.5992041018436085,4.2507563241618245,4.823756391527429,4.082890099778679,4.583350007629145,4.199607499780672,4.5433582303289874,4.650555286504996,3.7177720605466575,4.083779165935007,3.665060167268518,4.1790357532973355,4.195864290216989,4.549123848756241,4.024515420589547,4.133882580085871,4.21548199804993
1.5155230107553674,3.615852873847341,3.831417791152339,0.0,1.5155230107553674,2.1787475426764247,2.2977879678884876,2.9187332036523057,3.4388330412003496,2.136669696105693,2.793495022383795,2.513772349707717,3.0670001861651324,3.747088314923578,2.279247137695563,2.2081222047165645,2.81518833931323,2.595380768725598,2.8852008004768153,3.536350380965909,1.663032692365746,3.4106860387504594,2.5123994763067135,2.459915596605722,2.8628503003175316,1.8273300424308077,2.3377532286587543,1.7608244419059,3.2692843938647664,3.2321074858256718,3.8472981723489985,2.94327515705714,3.0530160780986635,3.324404838118111,2.254039852514781,2.2752766771774406,2.5062308556839596,1.5155230107553674,3.2930616002701267,3.53215014093061,2.820151196488301,2.359712072131583,2.0455655966809907,2.3477014193115893,1.5155230107553674,3.144658719779284,1.9684116507450922,3.090072510076147,3.6234964761811947,2.860809447956275,3.0205801233997938,4.183683010221222,3.1716535700261725,3.600380350929901,3.3409017098059697,3.6440366825109076,2.976217322478865,3.9408551480628073,2.359867195981899,2.907521652485202,3.285648847461845,1.489062222297808,2.1729986597457813,1.5155230107553674,2.40718344440397,2.2240624301980225,3.308887068229906,1.900641754369682,2.4030142399694574,2.647722812066404
0.0,3.3647581737203005,3.665060167268518,1.5155230107553674,0.0,2.255466018817442,2.068029095127878,2.8051791745140884,3.2694643847661196,1.6679112568536933,2.5202601262997675,2.061836329984501,3.022017445298834,3.619317604860279,2.2110560936812074,1.9889105786718966,2.5965871610167217,2.4115833038785275,2.6195234658143147,3.3165774980600307,1.3839004021782477,3.055306256717937,2.21453879132812,2.3090763470227054,2.725407533225752,1.7940321926234168,2.282790480408638,1.3277474884077667,3.0207827641977585,2.9591945509125486,3.7087642021022056,2.673237844036145,2.8166238335649476,3.138622124023713,1.881876223997419,1.952572524620145,2.3064505754763673,0.0,3.115487115688522,3.270883651005464,2.5011826248398163,2.4436436014840073,2.045782982405954,2.189559884378563,0.0,2.9018077795875064,1.7159979415111135,2.8333445739138616,3.3265620777649145,2.6198291941194096,2.8419135589174975,3.942655897649624,2.8164984354242297,3.3103700041677424,3.018833366258217,3.42145073216988,2.7952560302632325,3.804836915331366,2.128237889763953,2.654491914409866,3.1017480450628305,1.0722070785324227,2.039903365142872,0.0,2.171387545092447,2.276122182190524,2.9941650061262446,1.9350074704430789,2.2808153037443426,2.2763620429694176
2.255466018817442,3.9367460041476137,4.033964599702815,2.1787475426764247,2.255466018817442,0.0,2.2039809476506145,3.426371500364811,3.8556656471253574,2.4232364730765674,3.019626219556189,2.9773449094399527,3.5378323949614323,4.090670641205902,3.147761621615072,2.7101111214735933,3.3628895725337973,3.1214058840113257,3.249709123754191,3.9082833232562195,2.227532191436884,3.7514110452518312,2.937412952886708,2.997396996467144,3.175593863614981,2.1546960605585785,3.025768727268008,2.3855680645875688,3.631795666846751,3.6411722014253813,4.281222580659457,3.324073173209998,3.3935461384405925,3.750196977244306,2.0191332106520217,2.8836833053575033,3.0892033551928275,2.255466018817442,3.6143227163244642,3.722133215047661,3.101773895253057,3.2874348083772946,2.5618493586206803,2.834112495094051,2.255466018817442,3.5015255165988437,2.509287065667435,3.507216714126225,3.9233920376472806,3.2602631192855047,3.3603582299185772,4.374647346819157,3.5281989192776035,3.8868441639864018,3.5615795160188766,4.030902810628341,3.2453917690907748,4.19314092611059,2.821366852769362,3.3628451092332363,3.5672385803966313,2.2563156837787415,2.9075876353075087,2.255466018817442,2.964127697625792,3.056907301704334,3.3754120095092777,2.7512951311480087,2.971021162704148,3.1454745011296854
2.068029095127878,3.878197607103867,4.080054867152145,2.2977879678884876,2.068029095127878,2.2039809476506145,0.0,3.39734911095249,3.717283006049423,2.1870227218028333,3.047506076482587,2.765208116800136,3.6492156603623145,4.136899610032389,2.998091897378787,2.6470602886831633,3.254406089480739,3.1026564942625883,3.1828399768861146,3.793357204342334,2.1343898379291417,3.7030306823182193,2.9327869164645404,3.0849273936046226,3.2098231958535943,1.8254917323005175,2.9639528863331255,2.177111897159791,3.5953897025265267,3.3149061835924902,4.249483972049317,3.212324614167851,3.3516889067534246,3.6467448040159263,2.07213184451105,2.6648451161909805,2.880631451782041,2.068029095127878,3.5837645570953987,3.7942877765750285,3.149230854868752,2.9364267830321706,2.5510199502908923,2.88261056509457,2.068029095127878,3.46813188705967,2.4546283480968762,3.4041681588462103,3.8858931132108108,3.2232259381422015,3.4521333029903567,4.401456017850264,3.2359032916593127,3.9107956409798144,3.519624225984975,3.9459247839164044,3.31130317412899,4.1863569242708145,2.8306510021844162,3.2231378767026384,3.6168359680787687,2.0901291774640387,2.7773958442972937,2.068029095127878,2.9620945919143815,2.9389612318684026,3.5201261740295955,2.7016165857794454,2.9065144984810125,2.5527486369831105
2.8051791745140884,4.1686699073387,4.443966017715475,2.9187332036523057,2.8051791745140884,3.426371500364811,3.39734911095249,0.0,3.3000550989035156,3.1580915708648862,3.7001276707667445,3.369107237272313,3.848515434247295,4.154552363520666,3.1579009910794653,3.299552545926914,3.1813914901533447,3.543980059745141,3.7211213536899286,4.201835754903904,2.960114570765729,3.7817584582905237,3.462864528929045,3.4789750581631043,3.9222698645147256,3.1479726492572513,3.169498159397424,2.920359581478438,3.9638345189545516,3.987539875421518,4.504380071442863,3.718818097777564,3.5605834452933194,4.049643261748556,3.2442064706034777,3.3650655988234632,3.5331185468568473,2.8051791745140884,3.867986211700603,4.190737393282005,3.5775166999114867,3.565838398704773,3.204911541382278,3.2992797272453007,2.8051791745140884,3.957005148156754,3.336689680824417,4.048929087213581,4.0166614658050435,3.7125912351759047,3.797440757916337,4.724287605609367,3.905165405503474,4.330775200485542,4.280073140328717,4.218242387774016,3.6605872639994925,4.757765502320978,3.355919323419431,3.5876211415714008,4.092501216356461,2.764364067067428,3.315865390999019,2.8051791745140884,3.42439202847289,3.1321528790764828,3.8054728623493057,3.03051835091875,3.5475325989947675,3.570823774267584
3.2694643847661196,4.37474776515097,4.614803374114524,3.4388330412003496,3.2694643847661196,3.8556656471253574,3.717283006049423,3.3000550989035156,0.0,3.568671262462946,3.9749219173831736,3.720210992616825,4.337534811212074,4.631011458357423,3.784441865084005,3.6550785232396823,3.978083013443896,3.8518296413785436,4.018315225714018,4.623666400091726,3.4533092010501556,4.317504937848505,3.996583283759762,3.923225860725961,4.28640558436266,3.571619701140009,3.7411765484763744,3.4760997547838857,4.303930053609156,4.288038289501466,4.8344663553472245,4.0782790302891225,4.194937231082803,4.4637516409956195,3.6147782946133433,3.7550287006078062,3.69795709605759,3.2694643847661196,4.150630599552389,4.485577608227603,4.047028227152896,3.9043195195116143,3.6564580059867318,3.8739208534491993,3.2694643847661196,4.154232210802644,3.566477118641158,4.060420506361327,4.453198366332978,4.0599588858866476,4.280418519875861,5.132358329942528,4.164335633188567,4.486973887538689,4.274445878989802,4.529518252507845,4.104134210183219,5.012855936034185,3.834128864912874,4.003042648884474,4.320708000540459,3.31593018865007,3.7121031863586067,3.2694643847661196,3.938231136301149,3.9387417535697318,4.255177252195338,3.5165457000527196,3.87678249191155,3.78850460338473
1.6679112568536933,3.6635710331800433,3.936409783090328,2.136669696105693,1.6679112568536933,2.4232364730765674,2.1870227218028333,3.1580915708648862,3.568671262462946,0.0,2.9283672710778794,2.5938073303175573,3.5035268832588944,3.8601911015827075,2.6634667992716143,2.4491972320679873,3.0474232849809386,3.040405118247688,3.0710694894769466,3.6411978536301017,1.8690519985195868,3.4976665877174944,2.7129787410854997,2.740894051526602,2.931426641960613,2.077182468434664,2.69628286410432,1.7836582549710829,3.4982326880178825,3.243763941086354,3.996117697874081,3.0494978249561977,3.240068362302904,3.4996904710494037,2.1722839160088934,2.341376797120712,2.8391639213772786,1.6679112568536933,3.4251875736884743,3.543916159663542,2.9417997707128016,2.844106274439051,2.527240719253348,2.5265007635972863,1.6679112568536933,3.2404597421760286,2.1663579473787085,3.119630103147964,3.6980101774140905,3.1296593939482955,3.2707165942752434,4.2138500826684,3.132282284235427,3.578672091310721,3.4646230710709562,3.660176557203085,3.137179830999657,4.114808976628162,2.603047007308557,2.9603309079696327,3.340654875433987,1.6362269318459548,2.1988739407302242,1.6679112568536933,2.6503345456249807,2.5712360038208812,3.322602592860546,2.4925115672023685,2.7022116849345506,2.8117686531494233
2.5202601262997675,3.688573024172444,3.362247083987018,2.793495022383795,2.5202601262997675,3.019626219556189,3.047506076482587,3.7001276707667445,3.9749219173831736,2.9283672710778794,0.0,2.056150497141967,3.803853862973611,4.371651952571392,3.2677934129892794,2.896325458196657,3.376015553100643,3.271792427297733,3.1318809956414957,3.714638659476938,2.724489900141239,3.8185043481299266,3.295395621631611,3.4100841610905333,3.0435509287063094,2.8360368970625496,3.2314636617621146,2.720237304337224,3.539204409926169,3.7081828697210804,4.317413880379459,2.4075093229650815,3.4174172459686676,3.5577552960456913,2.920713550288652,2.8451932528717427,3.281338951369188,2.5202601262997675,3.654776273733664,3.7369496722116633,2.672395693270788,3.334880463282011,3.134043590343729,3.104420470246785,2.5202601262997675,3.358924140320021,2.5995794860516246,3.3706118423547755,3.908542496939914,3.449010865297096,3.2950338548642084,4.199456724570476,3.5386322751964916,3.618126953868583,3.1464291190308478,4.068788965243605,3.0997541092346568,3.909218619175033,3.235654874524997,3.598519691824197,3.7333775300189793,2.626983338377067,3.150422405153247,2.5202601262997675,3.151608213454098,3.263373882408446,3.634251478573516,3.0455356371627804,3.091796351963932,3.133236790306069
2.061836329984501,3.3204387673031666,3.7965158917147495,2.513772349707717,2.061836329984501,2.9773449094399527,2.765208116800136,3.369107237272313,3.720210992616825,2.5938073303175573,2.056150497141967,0.0,3.679505722060964,4.0447212008713676,2.88389664394912,2.616337361863103,3.0807486697107715,3.0203062210257725,3.0141558518858464,3.484659523786994,2.3492258878726413,3.566644994275398,2.867346998266818,3.1245703783669043,2.858045002685842,2.6447301223847384,2.9548847561169658,2.321114273978647,3.273439959998429,3.387460099451763,4.17871806533936,2.411153775705961,3.202981913445367,3.538146237731181,2.599667776445607,2.186980895984595,2.9115421846055614,2.061836329984501,3.566922270848544,3.55529091819918,2.427425935779452,3.0742407358356423,2.842871776155778,2.9280362350083813,2.061836329984501,3.323788974150171,2.626630566993233,3.421535355304592,3.7337130057256696,3.1314308736316097,2.9845317838158762,4.165020593368538,3.2911263780848174,3.234578750249086,2.8219141562216326,3.617808795449331,3.2622851230964747,3.950002300395212,2.8283852221934866,3.0483625216009673,3.504734185711363,2.2567124871446524,2.813020664192877,2.061836329984501,2.937664324481243,2.904196032170713,3.3771220406430382,2.7021244825661768,2.823938438213363,2.8943991582804434
3.022017445298834,4.39573831910083,4.5303853146897834,3.0670001861651324,3.022017445298834,3.5378323949614323,3.6492156603623145,3.848515434247295,4.337534811212074,3.5035268832588944,3.803853862973611,3.679505722060964,0.0,3.0981496302006453,3.382640541740832,3.4521336945763097,3.4859694621063757,3.5677052326573837,3.975666234199401,4.3202118552200055,3.128906341532708,4.012512214785448,3.6738575018058968,3.371403290457676,4.050984915019661,3.2714172589599837,3.3727738231642936,3.1432156502839574,4.106873738845372,4.138436924416196,4.593771373325826,3.9186286242651622,3.8851455518518434,4.021288282416301,3.483875418570788,3.6663569732425,3.6683785420379715,3.022017445298834,4.26077028638365,4.300727793816815,3.8378463037999446,3.6544095787372837,3.298705977479193,3.616429206164701,3.022017445298834,4.229675578476958,3.319583835111976,3.6644866554573685,4.277474284141997,3.606535790909655,3.9509305557149923,4.645654391764462,3.868270900123849,4.461942956905617,4.172350037447915,4.209917257970969,3.900290503280799,4.82525003558719,3.368836575887814,3.988035631583194,4.110060735338455,3.093056103517064,3.452286993370202,3.022017445298834,3.5509625958865203,3.5323037234269017,4.155508921915361,3.1356672599657602,3.6236531733255455,3.695092927860022
3.619317604860279,4.736376359927235,5.001868556445756,3.747088314923578,3.619317604860279,4.090670641205902,4.136899610032389,4.154552363520666,4.631011458357423,3.8601911015827075,4.371651952571392,4.0447212008713676,3.0981496302006453,0.0,3.930355264469371,3.899064950588116,4.043535823993489,3.7671767662432836,4.389399569373004,4.7411531895657415,3.625717399574786,4.261346330148896,4.178618494437772,4.241349423625984,4.291067565871711,4.146450820132642,4.075324775581402,3.527198070764618,4.337845455390348,4.425794816710508,5.111419881322394,4.338292778264868,4.507321279509524,4.658819007339253,3.591322612040177,3.9980922024205165,4.119165621085083,3.619317604860279,4.709345605678576,4.7625113758038475,4.273344409348116,4.2368270819976335,3.857723930293207,3.961344144122623,3.619317604860279,4.647893956468804,3.9849663162328213,4.227347404454542,4.592416581117053,4.065789839915316,4.326728459727868,5.06878997588847,4.325399411200819,4.5927214893938695,4.6984435596085765,4.41657762259667,4.385900670750126,4.977302430733084,3.9441645400629035,4.294895774444178,4.629562746962465,3.625195666676544,3.895280037141536,3.619317604860279,4.090581182361814,3.648349867656708,4.539340317178875,3.8439481886557774,4.062618065895233,4.02856624551032
2.2110560936812074,4.032766287629483,4.302295768750372,2.279247137695563,2.2110560936812074,3.147761621615072,2.998091897378787,3.1579009910794653,3.784441865084005,2.6634667992716143,3.2677934129892794,2.88389664394912,3.382640541740832,3.930355264469371,0.0,2.987987102725101,2.5790589345077475,3.083715959021584,3.423410896627823,3.8692637234041047,2.228028630821149,3.549108362735635,3.0729493895483104,2.774706023423706,3.5220094277458904,2.7453340046036763,3.0352691331199537,2.37388884621989,3.736058049553203,3.5201245994215684,4.274318904914885,3.35690643962203,3.2667003080681787,3.7195783508263465,2.7180777257128943,2.6543707897415665,3.0741076233209195,2.2110560936812074,3.81586561923736,4.039514881735454,3.2785293966853475,3.077208822362969,2.827062580260826,2.9093165836485713,2.2110560936812074,3.6637811276595085,2.8161053048709417,3.6641107057799536,3.938922264618707,3.174617027359559,3.4315149413991715,4.606994358677619,3.4368215194739813,3.966972328469927,3.6281733132066702,3.6510436760809837,3.5994104949557304,4.28245224078392,2.889958875384449,3.4461784330495173,3.6105021763442435,2.149967402996916,2.5286388090865013,2.2110560936812074,2.8528705022824976,2.593831197436493,3.7931480355871114,2.697913812202293,3.146422686165835,3.047171529210331
1.9889105786718966,3.641594785063263,3.923135644321511,2.2081222047165645,1.9889105786718966,2.7101111214735933,2.6470602886831633,3.299552545926914,3.6550785232396823,2.4491972320679873,2.896325458196657,2.616337361863103,3.4521336945763097,3.899064950588116,2.987987102725101,0.0,3.2687075586018524,2.972962348514621,2.811072504500963,3.845729307318162,2.220667850663187,3.5762937619473925,2.7471972416110626,2.928068677343172,2.6386595865059035,2.4392296827271642,2.8526348830908135,2.193785263852635,3.355376731351133,3.5357568795448975,3.8062976629995813,2.754902637351313,3.351432066873487,3.6577444876828746,2.4432232249101076,2.521851407271022,2.6979423105628264,1.9889105786718966,3.623680846128642,3.615110742460291,2.8107744861465656,2.949798703323775,2.512401458201195,2.8977458674924015,1.9889105786718966,3.2479653397328674,2.4465867005281217,3.266657688444389,3.755640454050849,3.0402129596109644,3.4199659813017083,4.394777346611611,3.280908369760181,3.7141654591415185,3.3941570434270774,3.910565687292927,2.628246024029218,4.241911837927249,2.6900558705425115,3.1001286817933176,3.6130976721505395,2.048343445445409,2.7568653965404177,1.9889105786718966,2.7371428641228657,2.7842401152461185,3.374860871311181,2.545663225986113,1.9318576593415575,2.7031673155108376
2.5965871610167217,4.121439429797425,4.324201440756175,2.81518833931323,2.5965871610167217,3.3628895725337973,3.254406089480739,3.1813914901533447,3.978083013443896,3.0474232849809386,3.376015553100643,3.0807486697107715,3.4859694621063757,4.043535823993489,2.5790589345077475,3.2687075586018524,0.0,3.382615637740435,3.4601590929119848,3.9485726838700983,2.8079503581468037,3.769666850320617,3.2137912649928113,3.2243348507929426,3.72797336523397,3.1137111647572353,3.0903436928028185,2.8299555772332496,3.783612455572762,3.8565443612954295,4.443961403886772,3.5421502687912274,2.8556137669517723,3.910464229607147,3.199515538292332,3.05220615487408,3.3136778736942367,2.5965871610167217,4.116725549344597,4.117323689137419,3.4799730638497772,3.4515274494891153,3.1399321545805687,3.459124056295763,2.5965871610167217,3.74726157558388,3.018614252226407,3.7973964867877807,4.077462480631548,3.557885500943182,3.708521020697521,4.530778411003955,3.4476711862677534,4.117914555851807,3.656646497868162,3.690498162719827,3.552787541409935,4.483069731845648,3.1162819840584404,3.4386041022606135,3.4519698698790937,2.64513483496261,3.155327574451336,2.5965871610167217,3.233653023739998,3.224882119443096,4.1760415346817075,2.916135248120262,3.4428664996087543,3.3074669639738956
